Metric,Outbreak_Mean,Outbreak_Std,Control_Mean,Control_Std,P_Value,Is_Significant,Effect_Size
num_pigs_lying_value_at_removal,12.062715645970641,3.14095732419379,11.122786098687095,3.392806945272137,0.42414956534757653,False,0.2802804204384367
num_pigs_lying_1d_window_avg,12.03621960565236,3.073932079851621,11.030807746865976,3.4219776980727024,0.31564148655939694,False,0.2984864845859728
num_pigs_lying_3d_window_avg,12.062702365799629,3.0193038630985307,10.828507306688632,3.42128963217716,0.16006984713343886,False,0.36734036757637145
num_pigs_lying_5d_window_avg,12.023028949760251,3.0094482256418256,10.693879767952302,3.43623713738921,0.14591048884889757,False,0.3942695864997418
num_pigs_lying_7d_window_avg,11.905675714423811,3.0129244131753423,10.554309500296199,3.4496631861530824,0.14396852224749956,False,0.39944009281540843
num_pigs_lying_1d_window_slope,0.05529608414249905,0.6405862485296459,0.19195482119190374,0.5985794584417219,0.599852109542057,False,0.22568072917269963
num_pigs_lying_3d_window_slope,-0.0308157993257406,0.4555845840402296,0.1941606067403402,0.3917534893014789,0.05772746222059001,False,0.5586487169340427
num_pigs_lying_5d_window_slope,0.029159330581827923,0.2789830908736192,0.14556002182451833,0.34722349798812685,0.20876843145365753,False,0.34522868056836026
num_pigs_lying_7d_window_slope,0.08771402826456315,0.17451104785639296,0.13464758920929815,0.3196821050572433,0.3806481975498922,False,0.1558877037767254
num_pigs_lying_abs_change_1d,0.05529608414249894,0.6405862485296461,0.19195482119190385,0.598579458441722,0.599852109542057,False,0.22568072917269996
num_pigs_lying_abs_change_3d,-0.04490830525897995,1.3353427248935674,0.5400481242833485,1.1412761160641272,0.10306474861835327,False,0.497965916695558
num_pigs_lying_abs_change_5d,0.1772511329099237,1.2420457577202217,0.7506626611783573,1.5595311199421782,0.11716195987894965,False,0.3790104511112152
num_pigs_lying_abs_change_7d,0.6193530214350172,1.3765385648560156,1.1618435231393054,1.8407300099659243,0.12031182133890847,False,0.30650379102915687
